# Combination of agents: ['wiki', 'gemini']

# Prompt: <s>You are a classroom assistant. Your job is to determine which of the following categories best fits a user's query. Please only provide the category number in your response. The available categories are as follows:

1. The user is asking for factual information that could be found in a textbook or encyclopedia, including general description or explanations of terms and concepts.
For example: "What is the capital of France?", "Tell us about World War II", "What are protozoa?", "When did Darwin visit the Galapagos Islands?", "Please explain photosynthesis", "How tall is Mount Kilimanjaro?", "Why do we sneeze?", "What was the Roman empire?", "What mammal has the longest tail?", "Teach me about the Krebs cycle", "Who won the Spanish-American war?", "How far away is the sun?, "What is the pancreas?"

2. The user is engaging in general conversation, including but not limited to: personal chat; matters of taste or opinion; solving math problems or converting units; map directions and distances between cities; requests for creative assistance or writing; requests for images, videos or resources; requests for lesson plans, classroom advice, activities, and quizzes; requests for translation, jokes, or predictions.
For example: "What is 26 miles in kilometers?", "Show me pictures of dogs", "What is the square root of 9?", "How do you say 'welcome' in Spanish?", "Solve for x: x + 7x = 16", "Who is the best football player?", "How long does it take to fly from Los Angeles to Seattle?", "Write me a letter of recommendation", "Who will win the next world cup?", "Is 3/5 greater than 1/2?", "How many liters are in 5 gallons?", "Give me a lesson plan for 4th grade civics", "How are you?", "What should I do for my birthday?", "Write me a haiku"

3. Use this category only if the user query does not fit in any of the categories above.

# accuracy: 0.9174
# precision: [0.9234 0.     0.921 ]
# recall: [0.8282 0.     0.9631]
# fscore: [0.8732 0.     0.9416]
# support: [291   0 569]

# accuracy_after_default: 0.9209
# precision_after_default: [0.9208 0.921 ]
# recall_after_default: [0.8385 0.9631]
# fscore_after_default: [0.8777 0.9416]
# support_after_default: [291 569]

# time per query: 0.2506

query,route,mistral_7b_response,mistral_7b_category,correctness,defaulted_category,defaulted_correctness
how does social class show up in Emma by Jane Austen,wiki,1,wiki,True,wiki,True
how does the book The Elephant Man deal with The Human Condition,wiki,1,wiki,True,wiki,True
how does the Electoral College work,wiki,1,wiki,True,wiki,True
how does the heart pump blood,wiki,1,wiki,True,wiki,True
how far away can you hear thunder,wiki,1,wiki,True,wiki,True
how far away can you hear thunder over the oceans,wiki,1,wiki,True,wiki,True
how far away is it to the Sun,wiki,1,wiki,True,wiki,True
how far away is the Earth from the Sun,wiki,1,wiki,True,wiki,True
how far away is the Moon in miles,wiki,1,wiki,True,wiki,True
how far away is the Sun from Earth,wiki,1,wiki,True,wiki,True
how far in kilometers is it to the Moon,wiki,1,wiki,True,wiki,True
how far is it to the Moon,wiki,1,wiki,True,wiki,True
how far is it to the Moon in miles,wiki,1,wiki,True,wiki,True
how far is the Moon,wiki,1,wiki,True,wiki,True
how far is the Moon away from the Earth,wiki,1,wiki,True,wiki,True
how far is the moon from the earth in kilometers,wiki,1,wiki,True,wiki,True
how far is the moon from the earth in km,wiki,1,wiki,True,wiki,True
how far is the moon from the earth in miles,wiki,1,wiki,True,wiki,True
how fast does the ocean waves at the beach like go,wiki,1,wiki,True,wiki,True
how how old is the city of Tallinn,wiki,1,wiki,True,wiki,True
how important is frogs to the ecosystem,wiki,1,wiki,True,wiki,True
how is chlorophyll like a solar panel,wiki,1,wiki,True,wiki,True
how is chlorophyll similar to a solar panel,wiki,1,wiki,True,wiki,True
how is chlorophyll similar to solar panels,wiki,1,wiki,True,wiki,True
how is Snow White similar to Cinderella,wiki,1,wiki,True,wiki,True
how is the fear of Communism represented in The Crucible,wiki,1,wiki,True,wiki,True
how is the top of the troposphere called when the sun is above us,wiki,1,wiki,True,wiki,True
how is water made,wiki,1,wiki,True,wiki,True
how long does working memory last,wiki,1,wiki,True,wiki,True
how many arms does a squid have,wiki,1,wiki,True,wiki,True
how many arms does an octopus have,wiki,1,wiki,True,wiki,True
how many babies are born each day in the United States,wiki,1,wiki,True,wiki,True
how many bones are there in the human body,wiki,1,wiki,True,wiki,True
how many bones of the body,wiki,1,wiki,True,wiki,True
how many books are in the Diary of Wimpy Kid,wiki,1,wiki,True,wiki,True
how many calories in a hamburger patty,wiki,1,wiki,True,wiki,True
how many calories in one green pepper,wiki,1,wiki,True,wiki,True
how many calories in one leaf of lettuce,wiki,1,wiki,True,wiki,True
how many calories in one serving of mustard,wiki,1,wiki,True,wiki,True
how many Cherokee lost their lives in the Trail of Tears,wiki,1,wiki,True,wiki,True
how many Cherokee natives died in the Trail of Tears,wiki,1,wiki,True,wiki,True
how many Cherokees died in the Trail of Tears,wiki,1,wiki,True,wiki,True
how many countries are in the world,wiki,1,wiki,True,wiki,True
how many days are in the month of February,wiki,1,wiki,True,wiki,True
how many different kinds of frogs are there in the world,wiki,1,wiki,True,wiki,True
how many eyeballs does a squid have,wiki,1,wiki,True,wiki,True
how many eyes does a squid have,wiki,1,wiki,True,wiki,True
how many eyes does an octopus have,wiki,1,wiki,True,wiki,True
how many gallons of water are in the ocean,wiki,1,wiki,True,wiki,True
how many meters is it to the Moon,wiki,1,wiki,True,wiki,True
how many moons are around Saturn,wiki,1,wiki,True,wiki,True
how many moons does Neptune have,wiki,1,wiki,True,wiki,True
how many people are retired in the United States,wiki,1,wiki,True,wiki,True
how many people live in Oxford,wiki,1,wiki,True,wiki,True
how many polar bears are in captivity,wiki,1,wiki,True,wiki,True
how many polar bears still exist,wiki,1,wiki,True,wiki,True
how many presidents have we had from Connecticut,wiki,1,wiki,True,wiki,True
how many presidents of the United States are there,wiki,1,wiki,True,wiki,True
how many Super Bowls did the 49ers win,wiki,1,wiki,True,wiki,True
how many Super Bowls did the Raiders win,wiki,1,wiki,True,wiki,True
how many teeth are in a cat's mouth,wiki,1,wiki,True,wiki,True
how many teeth are in a human's mouth,wiki,1,wiki,True,wiki,True
how many teeth did a Megalodon have,wiki,1,wiki,True,wiki,True
how many teeth do dogs have,wiki,1,wiki,True,wiki,True
how many teeth do orcas have,wiki,1,wiki,True,wiki,True
how many teeth does a great white shark have,wiki,1,wiki,True,wiki,True
how many teeth does a tiger shark have,wiki,1,wiki,True,wiki,True
how many tribes are there in the United States,wiki,1,wiki,True,wiki,True
how much does Mount Everest weigh in kilograms,wiki,1,wiki,True,wiki,True
how much sugar does candy have,wiki,1,wiki,True,wiki,True
how much water does an almond tree need per day,wiki,1,wiki,True,wiki,True
how old is Belfast,wiki,1,wiki,True,wiki,True
how old is Estonia,wiki,1,wiki,True,wiki,True
how old is Marilyn Monroe,wiki,1,wiki,True,wiki,True
how old is the average first grader in the United States,wiki,1,wiki,True,wiki,True
how old is the city of Tallinn,wiki,1,wiki,True,wiki,True
how old is the Earth,wiki,1,wiki,True,wiki,True
how old is the moon,wiki,1,wiki,True,wiki,True
how tall is Mount Everest,wiki,1,wiki,True,wiki,True
how tall is the Eiffel Tower,wiki,1,wiki,True,wiki,True
how tall is the tallest man in the world,wiki,1,wiki,True,wiki,True
how to find the volume of a sphere,wiki,1,wiki,True,wiki,True
how were the Hawaii Islands formed,wiki,1,wiki,True,wiki,True
I want to learn more about horses,wiki,1,wiki,True,wiki,True
in what year did the Revolutionary War start,wiki,1,wiki,True,wiki,True
is Pluto a planet,wiki,1,wiki,True,wiki,True
is the moon's orbit circular,wiki,1,wiki,True,wiki,True
is water wet,wiki,1,wiki,True,wiki,True
let us talk about the major themes of Hamlet,wiki,1,wiki,True,wiki,True
Summarize the book Things Fall Apart,wiki,1,wiki,True,wiki,True
teach me about elephants,wiki,1,wiki,True,wiki,True
teach me about equivalent fractions,wiki,1,wiki,True,wiki,True
teach me about Saint Patrick's Day,wiki,1,wiki,True,wiki,True
teach me about sea turtles,wiki,1,wiki,True,wiki,True
teach me about wolves,wiki,1,wiki,True,wiki,True
teach us about giraffes,wiki,1,wiki,True,wiki,True
tell me a fact about Elon Musk,wiki,1,wiki,True,wiki,True
tell me about 911,wiki,1,wiki,True,wiki,True
tell me about African elephants,wiki,1,wiki,True,wiki,True
tell me about bears,wiki,1,wiki,True,wiki,True
tell me about bears and hibernating,wiki,1,wiki,True,wiki,True
tell me about black footed ferrets,wiki,1,wiki,True,wiki,True
tell me about cats,wiki,1,wiki,True,wiki,True
tell me about Donald Trump,wiki,1,wiki,True,wiki,True
tell me about how frogs interact in their ecosystem,wiki,1,wiki,True,wiki,True
tell me about hydrostatic weighing,wiki,1,wiki,True,wiki,True
tell me about photosynthesis,wiki,1,wiki,True,wiki,True
tell me about plant cells,wiki,1,wiki,True,wiki,True
tell me about school buses,wiki,1,wiki,True,wiki,True
tell me about the benefits of the drawbacks of the gambling industry,wiki,1,wiki,True,wiki,True
tell me about the Bronze Age collapse,wiki,1,wiki,True,wiki,True
tell me about the difference between prokaryotic and eukaryotic cells in a full sentence,wiki,1,wiki,True,wiki,True
tell me about the first moon landing,wiki,1,wiki,True,wiki,True
tell me about the Himalayas,wiki,1,wiki,True,wiki,True
tell me about the Ice Age,wiki,1,wiki,True,wiki,True
tell me about the Long Walk of the Navajo,wiki,1,wiki,True,wiki,True
tell me about the Miller Urey experiment,wiki,1,wiki,True,wiki,True
tell me about the nucleus,wiki,1,wiki,True,wiki,True
tell me about the Oregon Trail,wiki,1,wiki,True,wiki,True
tell me about the slavery in during the Civil War,wiki,1,wiki,True,wiki,True
tell me about the universe,wiki,1,wiki,True,wiki,True
tell me about Wyoming,wiki,1,wiki,True,wiki,True
tell me about Yellowstone National Park,wiki,1,wiki,True,wiki,True
tell me the difference between a control group and experimental group,wiki,1,wiki,True,wiki,True
thank you tell me about Pearson Wyoming,wiki,1,wiki,True,wiki,True
the name of Thor's hammer,wiki,1,wiki,True,wiki,True
was Al Gore the president of the United States,wiki,1,wiki,True,wiki,True
what animal has the most teeth,wiki,1,wiki,True,wiki,True
what animals are on the endangered species list,wiki,1,wiki,True,wiki,True
what AR level is the boy who harnessed the wind,wiki,1,wiki,True,wiki,True
what are challenges to AI.,wiki,1,wiki,True,wiki,True
what are different types of lava,wiki,1,wiki,True,wiki,True
what are examples of a quadratic function on a graph,wiki,1,wiki,True,wiki,True
what are examples of mental blindspots of society,wiki,1,wiki,True,wiki,True
what are kids,wiki,1,wiki,True,wiki,True
what are primary colors,wiki,1,wiki,True,wiki,True
what are some fun facts about elephants,wiki,1,wiki,True,wiki,True
what are some of the physical characteristics of the black-footed ferret,wiki,1,wiki,True,wiki,True
what are the 3 main strands of Elementary algebra,wiki,1,wiki,True,wiki,True
what are the 3 stages of memory,wiki,1,wiki,True,wiki,True
what are the benefits and disadvantages of the gambling industry,wiki,1,wiki,True,wiki,True
what are the causes of the Civil War,wiki,1,wiki,True,wiki,True
what are the human body systems,wiki,1,wiki,True,wiki,True
what are the iste standards,wiki,1,wiki,True,wiki,True
what are the kinematic equations,wiki,1,wiki,True,wiki,True
what are the major themes of the Elephant Man,wiki,1,wiki,True,wiki,True
what are the migration pattern of whales,wiki,1,wiki,True,wiki,True
what are the origins of covid,wiki,1,wiki,True,wiki,True
what are the origins of covid SARS virus,wiki,1,wiki,True,wiki,True
what are the origins of SARS,wiki,1,wiki,True,wiki,True
what are the primary colors,wiki,1,wiki,True,wiki,True
what are the properties of irregular bones,wiki,1,wiki,True,wiki,True
what are the rock houses in Turkey,wiki,1,wiki,True,wiki,True
what causes earthquakes,wiki,1,wiki,True,wiki,True
what causes January 6th,wiki,1,wiki,True,wiki,True
what color are frogs,wiki,1,wiki,True,wiki,True
what colors are in the rainbow,wiki,1,wiki,True,wiki,True
what day is Lincoln's birthday,wiki,1,wiki,True,wiki,True
what day is Washington's birthday,wiki,1,wiki,True,wiki,True
what do black-footed ferret eat,wiki,1,wiki,True,wiki,True
what do frogs eat for dinner,wiki,1,wiki,True,wiki,True
what does a groundhog look like,wiki,1,wiki,True,wiki,True
what does CBE stand for in time,wiki,1,wiki,True,wiki,True
what does GTA stand for,wiki,1,wiki,True,wiki,True
what does it mean to say evidence,wiki,1,wiki,True,wiki,True
what does potassium do in the human body,wiki,1,wiki,True,wiki,True
what does the kidney bladder look like,wiki,1,wiki,True,wiki,True
what does the name Sydney mean,wiki,1,wiki,True,wiki,True
what effects does the hummingbird have on the ecosystem,wiki,1,wiki,True,wiki,True
what happened on September 11th 2001,wiki,1,wiki,True,wiki,True
what is a benthic theater,wiki,1,wiki,True,wiki,True
what is a biconditional statement,wiki,1,wiki,True,wiki,True
what is a blue pit,wiki,1,wiki,True,wiki,True
what is a brontosaurus,wiki,1,wiki,True,wiki,True
what is a carrot,wiki,1,wiki,True,wiki,True
what is a cat,wiki,1,wiki,True,wiki,True
what is a cerebral hemorrhage,wiki,1,wiki,True,wiki,True
what is a claim,wiki,1,wiki,True,wiki,True
what is a claim in an argument,wiki,1,wiki,True,wiki,True
what is a cop,wiki,1,wiki,True,wiki,True
what is a female dog called,wiki,1,wiki,True,wiki,True
what is a googolplex,wiki,1,wiki,True,wiki,True
what is a habitat,wiki,1,wiki,True,wiki,True
what is a joule broken-up,wiki,1,wiki,True,wiki,True
what is a main idea,wiki,1,wiki,True,wiki,True
what is a medal of honor,wiki,1,wiki,True,wiki,True
what is a Molotov cocktail,wiki,1,wiki,True,wiki,True
what is a neutron star,wiki,1,wiki,True,wiki,True
what is a noun,wiki,1,wiki,True,wiki,True
what is a physicist,wiki,1,wiki,True,wiki,True
what is a plant cell,wiki,1,wiki,True,wiki,True
what is a polynomial,wiki,1,wiki,True,wiki,True
what is a product of photosynthesis,wiki,1,wiki,True,wiki,True
what is a responsibility,wiki,1,wiki,True,wiki,True
what is a table,wiki,1,wiki,True,wiki,True
what is a turbot,wiki,1,wiki,True,wiki,True
what is a Tyrannosaurus Rex,wiki,1,wiki,True,wiki,True
what is algebra,wiki,1,wiki,True,wiki,True
what is an argumentative essay,wiki,1,wiki,True,wiki,True
what is an asterism,wiki,1,wiki,True,wiki,True
what is an English bulldog,wiki,1,wiki,True,wiki,True
what is an insurrection,wiki,1,wiki,True,wiki,True
what is an octothorpe,wiki,1,wiki,True,wiki,True
what is Astrology,wiki,1,wiki,True,wiki,True
what is Belfast famous for,wiki,1,wiki,True,wiki,True
what is bya in terms of measurement stand for,wiki,1,wiki,True,wiki,True
what is canva,wiki,1,wiki,True,wiki,True
what is causing climate change,wiki,1,wiki,True,wiki,True
what is central idea,wiki,1,wiki,True,wiki,True
what is chickens,wiki,1,wiki,True,wiki,True
what is citing evidence,wiki,1,wiki,True,wiki,True
what is claustrophobia,wiki,1,wiki,True,wiki,True
what is claustrophobic,wiki,1,wiki,True,wiki,True
what is Fermat's Last Theorem,wiki,1,wiki,True,wiki,True
what is Groundhog Day,wiki,1,wiki,True,wiki,True
what is gvt,wiki,1,wiki,True,wiki,True
what is human centered design,wiki,1,wiki,True,wiki,True
what is human trafficking,wiki,1,wiki,True,wiki,True
what is Isaac Newton's most famous for,wiki,1,wiki,True,wiki,True
what is Jupiter's largest moon,wiki,1,wiki,True,wiki,True
what is mitosis,wiki,1,wiki,True,wiki,True
what is Newton's law of inertia,wiki,1,wiki,True,wiki,True
what is Newton's third law of motion,wiki,1,wiki,True,wiki,True
what is one of the products of photosynthesis,wiki,1,wiki,True,wiki,True
what is OPS in baseball,wiki,1,wiki,True,wiki,True
what is Pennsylvania's state fruit,wiki,1,wiki,True,wiki,True
what is perimeter,wiki,1,wiki,True,wiki,True
what is pi,wiki,1,wiki,True,wiki,True
what is pi r squared,wiki,1,wiki,True,wiki,True
what is racism,wiki,1,wiki,True,wiki,True
what is slavery,wiki,1,wiki,True,wiki,True
what is the average amount of water per day that an almond tree needs,wiki,1,wiki,True,wiki,True
what is the average male height in the US,wiki,1,wiki,True,wiki,True
what is the average temperature in Minnesota in the winter,wiki,1,wiki,True,wiki,True
what is the boiling point of water,wiki,1,wiki,True,wiki,True
what is the boiling point of water in centigrade,wiki,1,wiki,True,wiki,True
what is the capital of China,wiki,1,wiki,True,wiki,True
what is the capital of England,wiki,1,wiki,True,wiki,True
what is the capital of Estonia,wiki,1,wiki,True,wiki,True
what is the capital of Thailand,wiki,1,wiki,True,wiki,True
what is the capital of the United States,wiki,1,wiki,True,wiki,True
what is the cause of the Civil War,wiki,1,wiki,True,wiki,True
what is the cause of the of the slavery,wiki,1,wiki,True,wiki,True
what is the cheese production in Wisconsin,wiki,1,wiki,True,wiki,True
what is the circumference of the Earth,wiki,1,wiki,True,wiki,True
what is the computer repair process,wiki,1,wiki,True,wiki,True
what is the control center of the cell,wiki,1,wiki,True,wiki,True
what is the date of Christmas,wiki,1,wiki,True,wiki,True
what is the density of water,wiki,1,wiki,True,wiki,True
what is the diameter of Ganymede,wiki,1,wiki,True,wiki,True
what is the difference between a frog and a toad,wiki,1,wiki,True,wiki,True
what is the difference between a fruit and a vegetable,wiki,1,wiki,True,wiki,True
what is the difference between a prokaryotic and eukaryotic cell,wiki,1,wiki,True,wiki,True
what is the difference between a squid and an octopus,wiki,1,wiki,True,wiki,True
what is the difference between a vegetable and a fruit,wiki,1,wiki,True,wiki,True
what is the distance to the Moon,wiki,1,wiki,True,wiki,True
what is the exact number of pi,wiki,1,wiki,True,wiki,True
what is the first day of spring,wiki,1,wiki,True,wiki,True
what is the first plants fossil,wiki,1,wiki,True,wiki,True
what is the formula for photosynthesis,wiki,1,wiki,True,wiki,True
what is the formula for respiration,wiki,1,wiki,True,wiki,True
what is the formula for the volume of a right square pyramid,wiki,1,wiki,True,wiki,True
what is the golf course where the Masters is played,wiki,1,wiki,True,wiki,True
what is the heaviest organ in the human body,wiki,1,wiki,True,wiki,True
what is the history of the Han Dynasty,wiki,1,wiki,True,wiki,True
what is the Holocaust,wiki,1,wiki,True,wiki,True
what is the job of Catcher in baseball,wiki,1,wiki,True,wiki,True
what is the largest city in the state of New Mexico,wiki,1,wiki,True,wiki,True
what is the largest school district in the country,wiki,1,wiki,True,wiki,True
what is the last book in The Wimpy Kid series,wiki,1,wiki,True,wiki,True
what is the legacy of the British Empire,wiki,1,wiki,True,wiki,True
what is the lifespan of crested gecko,wiki,1,wiki,True,wiki,True
what is the main theme of Midsummer Night's Dream,wiki,1,wiki,True,wiki,True
what is the most famous mission to space,wiki,1,wiki,True,wiki,True
what is the most popular Diary of the Wimpy Kid books,wiki,1,wiki,True,wiki,True
what is the most popular ice cream in the United States,wiki,1,wiki,True,wiki,True
what is the most venomous snake,wiki,1,wiki,True,wiki,True
what is the name of the king of England,wiki,1,wiki,True,wiki,True
what is the name of the state north of California,wiki,1,wiki,True,wiki,True
what is the NBA,wiki,1,wiki,True,wiki,True
what is the number to degrees in a circle,wiki,1,wiki,True,wiki,True
what is the origin name of America,wiki,1,wiki,True,wiki,True
what is the percentage of water in a body,wiki,1,wiki,True,wiki,True
what is the percentage of yellow marrow to red marrow in the femur,wiki,1,wiki,True,wiki,True
what is the peripheral nervous system,wiki,1,wiki,True,wiki,True
what is the plot of Footloose,wiki,1,wiki,True,wiki,True
what is the polynomial,wiki,1,wiki,True,wiki,True
what is the population of Kern County California,wiki,1,wiki,True,wiki,True
what is the primary cause of the Civil War,wiki,1,wiki,True,wiki,True
what is the Pythagorean,wiki,1,wiki,True,wiki,True
what is the Pythagorean theorem,wiki,1,wiki,True,wiki,True
what is the quadratic equation,wiki,1,wiki,True,wiki,True
what is the reproductive system,wiki,1,wiki,True,wiki,True
what is the significance of the Rosetta Stone,wiki,1,wiki,True,wiki,True
what is the specific heat of water,wiki,1,wiki,True,wiki,True
what is the sphincter,wiki,1,wiki,True,wiki,True
what is the tallest building in the world,wiki,1,wiki,True,wiki,True
what is the temperature on Mars,wiki,1,wiki,True,wiki,True
what is the theme of A Rose for Emily,wiki,1,wiki,True,wiki,True
what is the theme to Angela's Ashes,wiki,1,wiki,True,wiki,True
what is the Titanic,wiki,1,wiki,True,wiki,True
what is the turtle,wiki,1,wiki,True,wiki,True
what is the typical microscope for most science classes,wiki,1,wiki,True,wiki,True
what is the Unicorn,wiki,1,wiki,True,wiki,True
what is the vertex of a quadratic,wiki,1,wiki,True,wiki,True
what is the water cycle,wiki,1,wiki,True,wiki,True
what is the weight of water pressing down on you in the Challenger Deep,wiki,1,wiki,True,wiki,True
what is translanguaging,wiki,1,wiki,True,wiki,True
what kind of animals are frogs,wiki,1,wiki,True,wiki,True
what makes plants green,wiki,1,wiki,True,wiki,True
what number president was Abraham Lincoln,wiki,1,wiki,True,wiki,True
what percentage of the earth's surface is water,wiki,1,wiki,True,wiki,True
what programming language is used to create AI,wiki,1,wiki,True,wiki,True
what programming languages is used to generate AI,wiki,1,wiki,True,wiki,True
what purpose does water have in a body,wiki,1,wiki,True,wiki,True
what role do frogs play,wiki,1,wiki,True,wiki,True
what role do frogs play in the ecosystem,wiki,1,wiki,True,wiki,True
what role do frogs play in their ecosystem,wiki,1,wiki,True,wiki,True
what roles did the Jews play in the Holocaust,wiki,1,wiki,True,wiki,True
what route did Amerigo Vespucci take,wiki,1,wiki,True,wiki,True
what timezone is London in,wiki,1,wiki,True,wiki,True
what type of animal is a frog,wiki,1,wiki,True,wiki,True
what was Dwight Eisenhower born,wiki,1,wiki,True,wiki,True
what was in the Starr report,wiki,1,wiki,True,wiki,True
what was the cause of the Civil War,wiki,1,wiki,True,wiki,True
what was the cause of the Revolutionary War,wiki,1,wiki,True,wiki,True
what was the cause of the war of 1812,wiki,1,wiki,True,wiki,True
what was the caused of the Civil War,wiki,1,wiki,True,wiki,True
what was the Han Dynasty,wiki,1,wiki,True,wiki,True
what was the Han Dynasty in China,wiki,1,wiki,True,wiki,True
what was the Renaissance age,wiki,1,wiki,True,wiki,True
what was the world population at the beginning of the first Agricultural Revolution,wiki,1,wiki,True,wiki,True
what was the world population during the Green Revolution,wiki,1,wiki,True,wiki,True
what were the major themes of Hamlet,wiki,1,wiki,True,wiki,True
what year did Bessie Coleman die,wiki,1,wiki,True,wiki,True
what year did Katherine Johnson die,wiki,1,wiki,True,wiki,True
what year did Shakespeare write his first play,wiki,1,wiki,True,wiki,True
what year did the dinosaurs go extinct,wiki,1,wiki,True,wiki,True
what year did the United States started slavery,wiki,1,wiki,True,wiki,True
what year was Aladdin made,wiki,1,wiki,True,wiki,True
what year was Emily Dickinson born,wiki,1,wiki,True,wiki,True
what year was Julius Caesar born,wiki,1,wiki,True,wiki,True
what year was Leonardo DaVinci born,wiki,1,wiki,True,wiki,True
what year was Mission San Antonio de Alcala built,wiki,1,wiki,True,wiki,True
what year was Mission San Diego de Alcala built,wiki,1,wiki,True,wiki,True
when did Amerigo Vespucci sail across America,wiki,1,wiki,True,wiki,True
when did Christopher Columbus claim land for his King in Spain,wiki,1,wiki,True,wiki,True
when did Kobe Bryant helicopter crash,wiki,1,wiki,True,wiki,True
when did Newton live,wiki,1,wiki,True,wiki,True
when did the first computer come out,wiki,1,wiki,True,wiki,True
when did the Revolutionary War start in America,wiki,1,wiki,True,wiki,True
when did the Wright brothers fly the first airplane,wiki,1,wiki,True,wiki,True
when do we celebrate Cinco de Mayo,wiki,1,wiki,True,wiki,True
when is the first day of spring,wiki,1,wiki,True,wiki,True
when was Abraham Lincoln born,wiki,1,wiki,True,wiki,True
when was dr. pepper invented,wiki,1,wiki,True,wiki,True
when was Footloose made,wiki,1,wiki,True,wiki,True
when was fortnite created,wiki,1,wiki,True,wiki,True
when was Google invented,wiki,1,wiki,True,wiki,True
when was Jane Austen born,wiki,1,wiki,True,wiki,True
when was Minecraft created,wiki,1,wiki,True,wiki,True
when was Plants vs. Zombies created,wiki,1,wiki,True,wiki,True
when was Roblox created,wiki,1,wiki,True,wiki,True
when was the Declaration of Independence signed,wiki,1,wiki,True,wiki,True
when was the first Xbox made,wiki,1,wiki,True,wiki,True
when was the first Xbox released,wiki,1,wiki,True,wiki,True
when was the novel Anthem written,wiki,1,wiki,True,wiki,True
where are camels from,wiki,1,wiki,True,wiki,True
where can I find camels today,wiki,1,wiki,True,wiki,True
where did an English bulldog originate,wiki,1,wiki,True,wiki,True
where do puffer fish sleep,wiki,1,wiki,True,wiki,True
where do pufferfish sleep,wiki,1,wiki,True,wiki,True
where do quokkas live,wiki,1,wiki,True,wiki,True
where is Katherine Johnson facility located,wiki,1,wiki,True,wiki,True
where is Norman Island,wiki,1,wiki,True,wiki,True
where is the city of Tallinn,wiki,1,wiki,True,wiki,True
where was dr. Pepper invented,wiki,1,wiki,True,wiki,True
which animal has the most teeth,wiki,1,wiki,True,wiki,True
which is larger the Empire State Building or the Eiffel Tower,wiki,1,wiki,True,wiki,True
which is taller the Empire State Building or the Eiffel Tower,wiki,1,wiki,True,wiki,True
which museum houses the presidential portraits including Michelle Obama's portrait,wiki,1,wiki,True,wiki,True
which was the first of the California missions,wiki,1,wiki,True,wiki,True
who are some famous only children,wiki,1,wiki,True,wiki,True
who are the most influential presidents United States history,wiki,1,wiki,True,wiki,True
who are the Star original Superman,wiki,1,wiki,True,wiki,True
who assassinated dr. Martin Luther King,wiki,1,wiki,True,wiki,True
who created the statue of the David,wiki,1,wiki,True,wiki,True
who developed early forms of algebra,wiki,1,wiki,True,wiki,True
who discovered Ganymede,wiki,1,wiki,True,wiki,True
who invented algebra,wiki,1,wiki,True,wiki,True
who invented equals mc squared,wiki,1,wiki,True,wiki,True
who invented multiplication,wiki,1,wiki,True,wiki,True
who invented the hovercraft,wiki,1,wiki,True,wiki,True
who is Albert Einstein,wiki,1,wiki,True,wiki,True
who is an isotope,wiki,1,wiki,True,wiki,True
who is Christopher Nolan,wiki,1,wiki,True,wiki,True
who is Cleopatra,wiki,1,wiki,True,wiki,True
who is Donald Trump,wiki,1,wiki,True,wiki,True
who is George Washington,wiki,1,wiki,True,wiki,True
who is Henry the 8th King of England,wiki,1,wiki,True,wiki,True
who is influential on the union side of the Civil War,wiki,1,wiki,True,wiki,True
who is Isaac Newton,wiki,1,wiki,True,wiki,True
who is James Walton,wiki,1,wiki,True,wiki,True
who is Joe Alwyn,wiki,1,wiki,True,wiki,True
who is King Henry the 8th,wiki,1,wiki,True,wiki,True
who is mrbeast,wiki,1,wiki,True,wiki,True
who is next in line to the throne in England,wiki,1,wiki,True,wiki,True
who is the 16th president of the United States,wiki,1,wiki,True,wiki,True
who is the 32nd president of the United States,wiki,1,wiki,True,wiki,True
who is the author of anthem,wiki,1,wiki,True,wiki,True
who is the author of the novel anthem,wiki,1,wiki,True,wiki,True
who is the CEO of cnx,wiki,1,wiki,True,wiki,True
who is the football coach for Duquesne University,wiki,1,wiki,True,wiki,True
who is the head Monarch of the UK,wiki,1,wiki,True,wiki,True
who is the king,wiki,1,wiki,True,wiki,True
who is the king of England,wiki,1,wiki,True,wiki,True
who is the last king or queen of the British Empire,wiki,1,wiki,True,wiki,True
who is the main character in Midsummer Night's Dream,wiki,1,wiki,True,wiki,True
who is the president of Duquesne University,wiki,1,wiki,True,wiki,True
who is the president of the United States,wiki,1,wiki,True,wiki,True
who is the prime minister in the UK,wiki,1,wiki,True,wiki,True
who is the queen,wiki,1,wiki,True,wiki,True
who is Walter White,wiki,1,wiki,True,wiki,True
who was Cleopatra,wiki,1,wiki,True,wiki,True
who was Leonardo DaVinci,wiki,1,wiki,True,wiki,True
who was the 14th president,wiki,1,wiki,True,wiki,True
who was the 15th president of the United States,wiki,1,wiki,True,wiki,True
who was the 16th president,wiki,1,wiki,True,wiki,True
who was the 16th president of the United States,wiki,1,wiki,True,wiki,True
who was the 16th president of the United States of America,wiki,1,wiki,True,wiki,True
who was the 16th president United States,wiki,1,wiki,True,wiki,True
who was the 18th President of the United States,wiki,1,wiki,True,wiki,True
who was the 32nd president,wiki,1,wiki,True,wiki,True
who was the 32nd president of the United States,wiki,1,wiki,True,wiki,True
who was the creator of the h-bomb,wiki,1,wiki,True,wiki,True
who was the first president,wiki,1,wiki,True,wiki,True
who was Ulysses S Grant,wiki,1,wiki,True,wiki,True
who was Winston Churchill,wiki,1,wiki,True,wiki,True
who were the presidents who were impeached,wiki,1,wiki,True,wiki,True
who won Super Bowl 3,wiki,1,wiki,True,wiki,True
who won the Superbowl in 2018,wiki,1,wiki,True,wiki,True
